interaction_id,user_id,hackathon_id,type,timestamp,text
I00293,U0028,H003,comment,2024-04-10T17:23:18,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00294,U0028,,comment,2025-08-03T21:41:33,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I00295,U0028,H003,question,2024-04-06T15:40:33,"What counts as ""using"" the sponsor tech for the prize track?"
I00296,U0029,H005,comment,2024-06-15T11:06:27,"The graph database workshop was much better than I expected, worth the hour."
I00297,U0029,H002,workshop_attended,2024-03-03T18:49:17,
I00298,U0029,H005,discord_message,2024-07-02T09:02:52,"the api key rotated, new one is in the env file on the shared drive"
I00299,U0029,H011,answered_question,2025-02-12T15:47:25,Rate limit is 60 requests per minute per key. Batch your calls.
I00300,U0030,,comment,2024-12-01T14:38:26,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00301,U0031,H020,question,2026-02-16T22:07:35,Are we expected to present on the main stage or at our table?
I00302,U0031,H020,answered_question,2026-02-07T21:30:21,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I00303,U0031,,comment,2026-04-30T17:09:46,"The graph database workshop was much better than I expected, worth the hour."
I00304,U0031,H020,discord_message,2026-02-04T19:23:29,"demo script is in the shared doc, please read it before we rehearse"
I00305,U0032,H015,profile_update,2025-07-16T22:16:51,
I00306,U0032,H016,discord_message,2025-08-28T15:20:29,"last commit before freeze, do not push anything after this"
I00307,U0032,H015,comment,2025-07-21T11:52:48,"The graph database workshop was much better than I expected, worth the hour."
I00308,U0032,,discord_message,2026-04-26T08:39:26,"demo script is in the shared doc, please read it before we rehearse"
I00309,U0033,H012,answered_question,2025-03-13T18:02:46,"Judges look at the running product first, code only if they have doubts."
I00310,U0033,H006,question,2024-08-03T19:55:59,Is there a template for the submission writeup anywhere?
I00311,U0033,H006,discord_message,2024-08-18T12:34:08,"going to sleep for 90 minutes, ping me if the build breaks"
I00312,U0033,H006,question,2024-08-08T14:38:57,Do judges want to see the code or just the running product?
I00313,U0033,,comment,2025-03-17T22:38:29,"Our team is two people short, DM me if you want to join a GenAI track build."
I00314,U0033,H016,comment,2025-09-03T08:18:41,Really liked that the results were announced with the score breakdown.
I00315,U0033,,comment,2024-11-19T12:22:51,The mentor feedback on scoping was the single most useful thing this weekend.
I00316,U0033,H012,discord_message,2025-03-12T21:24:00,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00317,U0033,H012,discord_message,2025-03-25T18:41:49,"pushing the fix now, pull before you touch the retrieval service"
I00318,U0033,,question,2025-08-12T10:41:14,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I00319,U0034,H011,discord_message,2025-02-08T15:02:55,"found the bug, it was a timezone thing in the date parsing"
I00320,U0034,H017,discord_message,2025-09-25T10:35:27,"the api key rotated, new one is in the env file on the shared drive"
I00321,U0034,,question,2025-11-16T22:08:59,Can one person be on two teams for different tracks?
I00322,U0034,H017,answered_question,2025-10-14T20:00:51,"Use a hotspot for the demo, the venue wifi drops under load every year."
I00323,U0036,H011,comment,2025-02-21T18:56:12,Anyone have a spare USB-C charger? Ours walked off.
I00324,U0036,H011,discord_message,2025-02-23T08:41:47,"moving our table to near the power outlets, we are at 22 now"
I00325,U0036,H011,question,2025-02-26T16:15:45,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I00326,U0037,,discord_message,2025-01-31T22:43:31,"the api key rotated, new one is in the env file on the shared drive"
I00327,U0038,H008,question,2024-10-28T23:13:23,Are teams allowed to be four people or is three the cap this time?
I00328,U0038,,comment,2026-05-29T13:14:37,"Our demo broke live and we still placed, so do not panic if yours does."
I00329,U0038,,question,2024-08-10T10:59:56,Is there a template for the submission writeup anywhere?
I00330,U0038,H008,answered_question,2024-10-22T10:10:23,"If your deployment dies they will let you show a recording, but tell them beforehand."
I00331,U0039,H001,profile_update,2024-01-15T17:44:34,
I00332,U0039,,discord_message,2026-04-09T10:39:41,"the api key rotated, new one is in the env file on the shared drive"
I00333,U0039,H001,comment,2024-01-15T18:46:29,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I00334,U0043,H008,discord_message,2024-10-23T21:08:33,"last commit before freeze, do not push anything after this"
I00335,U0043,H024,question,2026-07-25T16:09:15,Do judges want to see the code or just the running product?
I00336,U0043,H024,discord_message,2026-07-29T20:11:26,"pushing the fix now, pull before you touch the retrieval service"
I00337,U0043,H024,workshop_attended,2026-08-13T20:37:37,
I00338,U0043,H008,workshop_attended,2024-11-05T20:40:06,
I00339,U0043,H008,workshop_attended,2024-10-30T08:26:42,
I00340,U0044,H015,discord_message,2025-07-15T22:37:33,"we are cutting the matchmaking feature, no time"
I00341,U0044,,comment,2026-05-25T13:45:45,Finally got the deployment working. The build was failing because of a Node version mismatch.
I00342,U0044,H015,answered_question,2025-07-22T22:10:30,"You can be on two teams but you can only win once, which they enforce."
I00343,U0044,H008,question,2024-10-28T12:22:23,Do judges want to see the code or just the running product?
I00344,U0044,,discord_message,2026-08-10T14:50:19,"demo script is in the shared doc, please read it before we rehearse"
I00345,U0044,,workshop_attended,2025-11-14T22:54:06,
I00346,U0044,,answered_question,2025-09-11T10:11:18,Fine-tuning is allowed. Two teams did it last year.
I00347,U0044,,comment,2026-04-15T11:58:54,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00348,U0045,H007,discord_message,2024-09-12T13:55:56,"going to sleep for 90 minutes, ping me if the build breaks"
I00349,U0045,H010,discord_message,2025-01-15T09:52:06,"going to sleep for 90 minutes, ping me if the build breaks"
I00350,U0045,H010,question,2025-01-02T19:37:46,What is the best way to handle auth for a demo that has to work offline?
I00351,U0045,H010,discord_message,2025-01-01T22:54:08,anyone awake? stuck on a merge conflict in the schema file
I00352,U0045,,comment,2026-02-17T20:40:54,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00353,U0045,H007,answered_question,2024-09-15T20:49:18,The writeup template is linked in the pinned message on the announcements channel.
I00354,U0045,H007,question,2024-09-27T14:29:23,Is model fine-tuning allowed or is it inference only?
I00355,U0045,H007,discord_message,2024-09-18T16:50:47,anyone awake? stuck on a merge conflict in the schema file
I00356,U0045,H015,workshop_attended,2025-07-12T12:35:03,
I00357,U0045,,question,2025-05-01T23:01:28,Is model fine-tuning allowed or is it inference only?
I00358,U0045,H007,comment,2024-09-23T14:01:13,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I00359,U0045,H010,discord_message,2025-01-19T14:08:55,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00360,U0046,H020,profile_update,2026-02-04T17:10:46,
I00361,U0046,,comment,2025-05-19T12:49:06,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I00362,U0046,H016,discord_message,2025-09-09T19:26:45,"last commit before freeze, do not push anything after this"
I00363,U0046,H016,comment,2025-09-08T17:30:12,Does the sponsor prize require using their hosted version or is self-hosted fine?
I00364,U0046,H004,comment,2024-05-13T10:10:46,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I00365,U0046,H015,comment,2025-08-03T10:13:48,"The wifi in hall B is unusable, switching to a hotspot if anyone wants to share."
I00366,U0046,,comment,2026-01-29T22:54:25,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00367,U0046,,comment,2025-12-14T22:30:44,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00368,U0046,,workshop_attended,2026-02-09T19:33:16,
I00369,U0046,,discord_message,2024-07-18T21:52:16,"moving our table to near the power outlets, we are at 22 now"
I00370,U0046,H016,profile_update,2025-09-04T23:38:38,
I00371,U0046,H020,comment,2026-02-27T13:03:04,Third hackathon here and the organisation keeps getting better.
I00372,U0046,,answered_question,2025-07-01T18:40:08,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I00373,U0046,H020,comment,2026-02-18T19:52:18,"Our team is two people short, DM me if you want to join a GenAI track build."
I00374,U0046,,question,2025-06-19T22:36:57,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I00375,U0046,H016,answered_question,2025-08-19T16:12:42,"You can be on two teams but you can only win once, which they enforce."
I00376,U0046,H015,discord_message,2025-07-21T12:37:42,anyone awake? stuck on a merge conflict in the schema file
I00377,U0046,,comment,2024-02-28T10:03:07,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00378,U0046,H016,comment,2025-08-17T15:23:18,Anyone have a spare USB-C charger? Ours walked off.
I00379,U0046,H020,answered_question,2026-02-23T14:57:45,"Judges look at the running product first, code only if they have doubts."
I00380,U0047,H022,discord_message,2026-05-08T16:22:37,"demo script is in the shared doc, please read it before we rehearse"
I00381,U0047,H022,answered_question,2026-05-08T15:04:36,You can augment the dataset as long as you declare the extra sources.
I00382,U0047,,workshop_attended,2026-06-23T17:27:21,
I00383,U0047,,question,2026-05-18T17:04:25,Do judges want to see the code or just the running product?
I00384,U0047,H022,comment,2026-05-31T14:58:40,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00385,U0048,,answered_question,2026-02-28T13:50:44,You can augment the dataset as long as you declare the extra sources.
I00386,U0048,,comment,2025-10-20T11:56:21,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00387,U0051,,answered_question,2025-08-15T13:13:21,Rate limit is 60 requests per minute per key. Batch your calls.
I00388,U0051,H001,workshop_attended,2024-01-27T22:59:05,
I00389,U0051,H001,comment,2024-01-25T17:30:08,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00390,U0051,H001,profile_update,2024-01-22T13:48:18,
I00391,U0051,,discord_message,2024-04-14T09:07:17,"we are cutting the matchmaking feature, no time"
I00392,U0051,,workshop_attended,2024-07-13T12:46:45,
I00393,U0052,H009,comment,2024-11-24T19:35:39,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00394,U0052,H009,comment,2024-11-26T19:36:02,Does the sponsor prize require using their hosted version or is self-hosted fine?
I00395,U0052,H009,answered_question,2024-12-07T19:41:10,"If your deployment dies they will let you show a recording, but tell them beforehand."
I00396,U0053,H021,comment,2026-04-09T18:48:42,Anyone have a spare USB-C charger? Ours walked off.
I00397,U0053,,question,2026-08-31T19:27:50,"What counts as ""using"" the sponsor tech for the prize track?"
I00398,U0053,,comment,2026-08-18T22:52:25,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00399,U0053,,discord_message,2026-04-30T20:28:00,"we are cutting the matchmaking feature, no time"
I00400,U0053,H021,comment,2026-03-27T18:29:25,"The graph database workshop was much better than I expected, worth the hour."
I00401,U0053,,question,2026-02-18T13:19:57,What happens if our deployment goes down during judging?
I00402,U0054,H007,comment,2024-09-11T17:19:16,"Judging felt fair this time, the rubric being published in advance helped a lot."
I00403,U0054,H002,comment,2024-02-24T20:06:25,Really liked that the results were announced with the score breakdown.
I00404,U0054,H002,comment,2024-02-25T11:07:46,Third hackathon here and the organisation keeps getting better.
I00405,U0054,H002,discord_message,2024-03-02T08:01:39,"moving our table to near the power outlets, we are at 22 now"
I00406,U0054,H002,comment,2024-02-27T08:40:31,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00407,U0054,H002,discord_message,2024-02-26T15:43:18,"the api key rotated, new one is in the env file on the shared drive"
I00408,U0055,H014,profile_update,2025-06-12T16:05:01,
I00409,U0055,H014,comment,2025-05-29T17:42:33,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I00410,U0055,,discord_message,2026-07-10T17:08:17,can someone take screenshots for the submission while i fix the deploy
I00411,U0055,H014,workshop_attended,2025-06-06T09:04:08,
I00412,U0055,H014,discord_message,2025-06-15T21:23:42,"i am taking the ingestion path, you take the UI, lets not touch the same files"
